Key,Campaign Name,Channel,Campaign Type,Campaign Objective,Business Unit,Business Product,Start Date,End Date,Campaign Owner,Target URL,Tracking Link
PS_122698_yzaia,My Muza DJ Tira,Paid Search,Google Search,Lead Generation,DLS Music,My Muze,09-Mar-2023,09-Apr-2023,Liyah Adam,https://www.mymuze.com/za,https://www.mymuze.com/za?cid=PS_122698_yzaia
DI_122699_yzaia,My Muza DJ Tira,Display,Standard Display,Lead Generation,DLS Music,My Muze,09-Mar-2023,09-Apr-2023,Liyah Adam,https://www.mymuze.com/za,https://www.mymuze.com/za?cid=DI_122699_yzaia
SM_122700_yzaia,My Muza DJ Tira,Social Media,Tik Tok: Organic,Lead Generation,DLS Music,My Muze,09-Mar-2023,09-Apr-2023,Liyah Adam,https://www.mymuze.com/za,https://www.mymuze.com/za?cid=SM_122700_yzaia
SM_122701_yzaia,My Muza DJ Tira,Social Media,Twitter: Organic,Lead Generation,DLS Music,My Muze,09-Mar-2023,09-Apr-2023,Liyah Adam,https://www.mymuze.com/za,https://www.mymuze.com/za?cid=SM_122701_yzaia
MG_122702_OSaKt_,POS_SalesKit_QR_MerchantPortal,Magazine,Service CTA,Awareness,POS,Merchant Portal,01-Apr-2023,10-Apr-2024,Sindy Snow,https://vodapay.vodacom.co.za/merchant/,https://vodapay.vodacom.co.za/merchant/?cid=MG_122702_OSaKt_
DI_122703_OVoeia,POS_VodaMedia_DV360,Display,Remarketing Ads,Awareness,POS,Vodapay Kwika,13-Mar-2023,31/03/2023,Sindy SNow,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments?icmp=VB/Menu/SME/Financialservice/P4/AcceptPayments,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments?icmp=VB/Menu/SME/Financialservice/P4/AcceptPayments?cid=DI_122703_OVoeia
DI_122704_CDV_em,BCA _ DV360_remarketing,Display,Remarketing Ads,Awareness,Lending,Business Cash Advance,14-Mar-2023,31/03/2023,Sindy Snow,https://vodapay.vodacom.co.za/merchant/,https://vodapay.vodacom.co.za/merchant/?cid=DI_122704_CDV_em
SM_122705_yzaia,My Muza DJ Tira,Social Media,Facebook: Paid,Lead Generation,DLS Music,My Muze,09-Mar-2023,09-Apr-2023,Liyah Adam,https://www.mymuze.com/za,https://www.mymuze.com/za?cid=SM_122705_yzaia
DI_122706_oLeopa,VodaLend Compare_Connect U,Display,Remarketing Ads,Lead Generation,Lending,Compare,15-Mar-2023,30-Apr-2023,Chantelle Minnie,https://vodalend.vodacom.co.za/compare/get-started,https://vodalend.vodacom.co.za/compare/get-started?cid=DI_122706_oLeopa
BG_122707_oPavrt,VodaPay Advertorial,Blog,In-page link,Lead Generation,Lending,Voucher Advance,24-Mar-2023,27-Mar-2023,Neo Manganye,VodaPay  Apps on Google Play,VodaPay  Apps on Google Play?cid=BG_122707_oPavrt
SM_122708_uneedi,Business Lending - FY24 H1 - AO - Godfrey Farms,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,01-Apr-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122708_uneedi
SM_122709_uneedi,Business Lending - FY24 H1 - AO - Greenro Solutions,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,01-Apr-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122709_uneedi
SM_122710_uneedi,Business Lending - FY24 H1 - AO - Lubrimark,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,01-Apr-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122710_uneedi
SM_122711_uneedi,Business Lending - FY24 H1 - AO - Mzansi Auto Glass,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,01-Apr-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122711_uneedi
SM_122712_uneedi,Business Lending - FY24 H1 - AO - Parsely on Thyme,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,01-Apr-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122712_uneedi
SM_122713_uneedi,Business Lending - FY24 H1 - AO - Cake Sisters,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,01-Apr-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122713_uneedi
SM_122714_OFY1AO,POS - FY24 H1 - AO - Broad SME Audience,Social Media,Facebook: Paid,Lead Generation,POS,Vodapay Kwika,01-Apr-2023,30-Sep-2023,Sindy Snow,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?cid=SM_122714_OFY1AO
SM_122715_OFY1AO,POS - FY24 H1 - AO - BTA Customers + Lookalike,Social Media,Facebook: Paid,Lead Generation,POS,Vodapay Kwika,01-Apr-2023,30-Sep-2023,Sindy Snow,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?cid=SM_122715_OFY1AO
SM_122716_OFY1AO,POS - FY24 H1 - AO - Retargeting,Social Media,Facebook: Paid,Lead Generation,POS,Vodapay Kwika,01-Apr-2023,30-Sep-2023,Sindy Snow,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?cid=SM_122716_OFY1AO
RT_122717_uraeai,Funeral_Retail strip_Menzi_May,Retail,Brochure,Awareness,Insurance,Funeral Cover,03-Apr-2023,07-Jun-2023,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/insurance/funeral-cover,https://www.vodacom.co.za/vodacom/services/insurance/funeral-cover?cid=RT_122717_uraeai
RT_122718_ecetil,Device_Retail strip_Menzi_May,Retail,Brochure,Awareness,Insurance,Device Insurance,05-Apr-2023,07-Jun-2023,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/insurance/device-insurance,https://www.vodacom.co.za/vodacom/services/insurance/device-insurance?cid=RT_122718_ecetil
RT_122719_eceoeB,Device_Store Branding_April,Retail,Brochure,Awareness,Insurance,Device Insurance,11-Apr-2023,30-Jun-2023,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/insurance/device-insurance,https://www.vodacom.co.za/vodacom/services/insurance/device-insurance?cid=RT_122719_eceoeB
MB_122721_waFCAS,Kwika FY24 CTA SMS A VC April test A,Mobile,SMS,Lead Generation,POS,Vodapay Kwika,24-Apr-2023,28-Apr-2023,Sindy Snow,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?highlight=VodaPay%20Kwika,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?highlight=VodaPay%20Kwika?cid=MB_122721_waFCAS
MB_122722_waFCAS,Kwika FY24 CTA SMS B VC April test B,Mobile,SMS,Lead Generation,POS,Vodapay Kwika,24-Apr-2023,28-Apr-2023,Sindy Snow,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?highlight=VodaPay%20Kwika,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?highlight=VodaPay%20Kwika?cid=MB_122722_waFCAS
MB_122723_waFCAS,Kwika FY24 CTA SMS C VC April test C,Mobile,SMS,Lead Generation,POS,Vodapay Kwika,24-Apr-2023,28-Apr-2023,Sindy Snow,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?highlight=VodaPay%20Kwika,https://vodapay.vodacom.co.za/onboarding/pos/choose-solution?highlight=VodaPay%20Kwika?cid=MB_122723_waFCAS
BG_122724_olooaP,Download VodaPay,Blog,In-page link,Lead Generation,Lending,Cash Advance,25-Apr-2023,29-Apr-2023,Neo Manganye,VodaPay  Apps on Google Play,VodaPay  Apps on Google Play?cid=BG_122724_olooaP
EM_122725_oLeBA_,VodaLend_BTA_Email_May,Email,Email CTA,Lead Generation,Lending,Business Term Advance,02-May-2023,10-May-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=EM_122725_oLeBA_
EM_122726_-b_aen,V-hub_VodaLend BTA Email May,Email,Email CTA,Awareness,Lending,Business Term Advance,02-May-2023,10-May-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/v-hub/knowledge-centre/make-smart-financial-moves,https://www.vodacombusiness.co.za/business/v-hub/knowledge-centre/make-smart-financial-moves?cid=EM_122726_-b_aen
SM_122727_oSuFne,VodaSure_Funeral Cover_Online,Social Media,Facebook: Paid,Lead Generation,Insurance,Funeral Cover,02-May-2023,30-Sep-2023,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/insurance/funeral-cover,https://www.vodacom.co.za/vodacom/services/insurance/funeral-cover?cid=SM_122727_oSuFne
EM_122728_oSuFne,VodaSure_Funeral Cover_Online_Flexi Ebill May,Email,Email Banner,Lead Generation,Insurance,Funeral Cover,11-May-2023,31-May-2023,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=EM_122728_oSuFne
DI_122729_oSuFne,VodaSure_Funeral Cover_Online_ConnectU,Display,Remarketing Ads,Lead Generation,Insurance,Funeral Cover,11-May-2023,31-May-2024,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=DI_122729_oSuFne
MB_122731_oSuFne,VodaSure_Funeral Cover_Online Journey_CVM,Mobile,SMS,Lead Generation,Insurance,Funeral Cover,16-May-2023,30-Jun-2023,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=MB_122731_oSuFne
PS_122732_oSuuer,VodaSure Funeral Cover_Online Journey_Google,Paid Search,Google Search,Lead Generation,Insurance,Funeral Cover,18-May-2023,30-Mar-2024,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=PS_122732_oSuuer
EM_122733_oPap,VodaPay_app,Email,In-Page links,Lead Generation,Lending,Cash Advance,19-May-2023,31-Mar-2024,Neo Manganye,VodaPay - Super App (vodacom.co.za),VodaPay - Super App (vodacom.co.za)?cid=EM_122733_oPap
SM_122734_oPa-ro,VodaPay AO - Promoted Content - June - POS,Social Media,Facebook: Paid,Awareness,POS,Vodapay Kwika,09-Jun-2023,30-Jun-2024,Lisanne Lazarus,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments?cid=SM_122734_oPa-ro
BG_122735_oLeBsi,VodaLend_Business solutions_Fund my business,Blog,In-page link,Lead Generation,Lending,Business Cash Advance,10-Jun-2023,01-Jul-2024,Zilungile Zimela,VodaLend Business Loan | Vodacom Business,VodaLend Business Loan | Vodacom Business?cid=BG_122735_oLeBsi
SM_122736_oLeA_G,VodaLend_AO_Generic,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,13-Jun-2023,31-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122736_oLeA_G
SM_122737_oLeA_R,VodaLend_AO_Retargeting,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,13-Jun-2023,31-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122737_oLeA_R
SM_122738_oLeA_I,VodaLend_AO_IT-Tech,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,13-Jun-2023,31-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122738_oLeA_I
SM_122739_oLeA_M,VodaLend_AO_Manufacturing,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,13-Jun-2023,31-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122739_oLeA_M
SM_122740_oLeA_M,VodaLend_AO_Mining,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,13-Jun-2023,31-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122740_oLeA_M
SM_122741_oLeA_R,VodaLend_AO_Retail,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,13-Jun-2023,31-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122741_oLeA_R
SM_122742_oLeA_L,VodaLend_AO_Logistics,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,13-Jun-2023,31-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122742_oLeA_L
SM_122743_oLeA_E,VodaLend_AO_Energy,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,13-Jun-2023,31-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=SM_122743_oLeA_E
BG_122744_oLePS,VodaLend_POS,Blog,In-page link,Awareness,POS,Vodapay Max,14-Jun-2023,14-Jul-2023,Zilungile Zimela,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments#ae486950-tabs-vertical--item-wrapper-1815480112-1815480112,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments#ae486950-tabs-vertical--item-wrapper-1815480112-1815480112?cid=BG_122744_oLePS
BG_122745_oLePS,VodaLend_POS,Blog,In-page link,Awareness,POS,Vodapay Kwika,29-Jun-2023,29-Jul-2023,Zilungile Zimela,POS | Accept Payments | Vodacom (vodacombusiness.co.za),POS | Accept Payments | Vodacom (vodacombusiness.co.za)?cid=BG_122745_oLePS
RT_122746_oLePS,VodaLend_POS,Retail,In-page link,Lead Generation,POS,Vodapay Kwika,05-Jul-2023,30-Jul-2024,Merishka Harilall,POS | Accept Payments | Vodacom (vodacombusiness.co.za),POS | Accept Payments | Vodacom (vodacombusiness.co.za)?cid=RT_122746_oLePS
MB_122747_oLeCmp,VodaLend_Compare_AO_PCM,Mobile,SMS,Lead Generation,Lending,Compare,10-Jul-2023,31-Mar-2024,Chantelle Minnie,https://vodalend.vodacom.co.za/compare/get-started,https://vodalend.vodacom.co.za/compare/get-started?cid=MB_122747_oLeCmp
MB_122748_oLeCmp,VodaLend_Compare_AO_MCK,Mobile,SMS,Lead Generation,Lending,Compare,10-Jul-2023,31-Mar-2024,Chantelle Minnie,https://vodalend.vodacom.co.za/compare/get-started,https://vodalend.vodacom.co.za/compare/get-started?cid=MB_122748_oLeCmp
SM_122749_uneema,Business term advance solar competition,Social Media,Facebook: Paid,Lead Generation,Lending,Business Term Advance,18-Jul-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition?cid=SM_122749_uneema
PS_122750_e,ce,Paid Search,Google Search,Lead Generation,Lending,Business Term Advance,18-Jul-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition?cid=PS_122750_e
DI_122751_uneema,Business term advance solar competition,Display,Discovery,Lead Generation,Lending,Business Term Advance,18-Jul-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition?cid=DI_122751_uneema
EM_122752_uneema,Business term advance solar competition,Email,Email Banner,Lead Generation,Lending,Business Term Advance,18-Jul-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition?cid=EM_122752_uneema
EM_122753_uneema,Business term advance solar competition,Email,In-Page links,Lead Generation,Lending,Business Term Advance,18-Jul-2023,30-Sep-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition?cid=EM_122753_uneema
MB_122754_uneema,Business term advance solar competition,Mobile,SMS,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Aug-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition?cid=MB_122754_uneema
EM_122755_BTArne,CBU BTA Awareness,Email,Email CTA,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Aug-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=EM_122755_BTArne
MB_122756_BTArne,CBU BTA Awareness,Mobile,SMS,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Aug-2023,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=MB_122756_BTArne
DI_122757_oMeBAA,VodaMedia BTA Awareness,Display,Standard Display,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=DI_122757_oMeBAA
SM_122758_OKw-ro,POS_Kwika - Promoted Content ,Social Media,Facebook: Paid,Awareness,POS,Vodapay Kwika,25-Jul-2023,04-Aug-2023,Lisanne Lazarus,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments?cid=SM_122758_OKw-ro
SM_122759_OKw-ro,POS_Kwika - Promoted Content ,Social Media,Tik Tok: Paid,Awareness,POS,Vodapay Kwika,25-Jul-2023,04-Aug-2023,Lisanne Lazarus,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments,https://www.vodacombusiness.co.za/business/solutions/ecommerce/accept-payments?cid=SM_122759_OKw-ro
MB_122760_oMeBAA,VodaMedia BTA Awareness,Mobile,Push Notifications,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=MB_122760_oMeBAA
MB_122761_oMeBAA,VodaMedia BTA Awareness,Mobile,USSD,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=MB_122761_oMeBAA
DI_122762_oMeBAA,VodaMedia BTA Awareness,Display,Standard Display,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=DI_122762_oMeBAA
BG_122763_SBTaen,NSBC BTA Awareness,Blog,In-page link,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/fund-my-business,https://www.vodacombusiness.co.za/business/solutions/fund-my-business?cid=BG_122763_SBTaen
SM_122764_oSuFne,VodaSure_Funeral Cover_Online Journey,Social Media,Facebook: Paid,Lead Generation,Insurance,Funeral Cover,25-Jul-2023,30-Mar-2024,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=SM_122764_oSuFne
EM_122765_oLeB,VodaLend VB ,Email,Email CTA,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition?cid=EM_122765_oLeB
MB_122766_oLeB,VodaLend VB,Mobile,SMS,Awareness,Lending,Business Term Advance,26-Jul-2023,30-Mar-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition,https://www.vodacombusiness.co.za/business/solutions/financial-services/solar-competition?cid=MB_122766_oLeB
MB_122767_Cody,BCA VodaPay,Mobile,Push Notifications,Awareness,Lending,Business Cash Advance,27-Jul-2023,31-Mar-2024,Sindy SNow,https://app.adjust.com/jau3fuy?deep_link=vodapaywallet%3A%2F%2Fdeeplink.htm%3Faction%3Dminiapp%26miniappId%3D3460010083340106,https://app.adjust.com/jau3fuy?deep_link=vodapaywallet%3A%2F%2Fdeeplink.htm%3Faction%3Dminiapp%26miniappId%3D3460010083340106?cid=MB_122767_Cody
EM_122768_ecee_F,Device Cover_Flexi Red_August,Email,Email Banner,Awareness,Insurance,Device Insurance,07-Aug-2023,07-Sep-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/insurance/device-insurance,https://www.vodacom.co.za/vodacom/services/insurance/device-insurance?cid=EM_122768_ecee_F
BG_122769_oLeBsi,VodaLend_Business Term Advance,Blog,In-page link,Lead Generation,Lending,Business Term Advance,24-Aug-2023,24-Sep-2024,Zilungile Zimela,(102) VodaLend Business Term Business Advance | Palesa Mazibuko - YouTube,(102) VodaLend Business Term Business Advance | Palesa Mazibuko - YouTube?cid=BG_122769_oLeBsi
BG_122770_oLeBsi,VodaLend_Business Term Advance,Blog,In-page link,Awareness,Lending,Business Term Advance,25-Aug-2023,25-Sep-2024,Zilungile Zimela,Business Term Advance | Vodacom Business,Business Term Advance | Vodacom Business?cid=BG_122770_oLeBsi
MG_122771_actton,Max activation,Magazine,Product CTA,Awareness,POS,Vodapay Max,25-Aug-2023,25-Sep-2024,Sindy Snow,https://www.vodacombusiness.co.za/business/solutions/financial-services/pos-support-homepage,https://www.vodacombusiness.co.za/business/solutions/financial-services/pos-support-homepage?cid=MG_122771_actton
MB_122772_oMe_un,VodaMedia_Funeral_PCM,Mobile,Push Notifications,Lead Generation,Insurance,Funeral Cover,25-Aug-2023,30-Mar-2024,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=MB_122772_oMe_un
MB_122773_oMe_un,VodaMedia_Funeral_MCK,Mobile,Push Notifications,Lead Generation,Insurance,Funeral Cover,25-Aug-2023,30-Mar-2024,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=MB_122773_oMe_un
MB_122774_oMe_un,VodaMedia_Funeral_PRM,Mobile,Push Notifications,Lead Generation,Insurance,Funeral Cover,25-Aug-2023,30-Mar-2024,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=MB_122774_oMe_un
MB_122775_oMe_un,VodaMedia_Funeral_Voicemail,Mobile,Push Notifications,Lead Generation,Insurance,Funeral Cover,25-Aug-2023,30-Mar-2024,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=MB_122775_oMe_un
MB_122776_oMe_un,VodaMedia_Funeral_SMS,Mobile,Push Notifications,Lead Generation,Insurance,Funeral Cover,25-Aug-2023,30-Mar-2024,Chantelle Minnie,https://vodasure.vodacom.co.za/funeral-cover/cover-details,https://vodasure.vodacom.co.za/funeral-cover/cover-details?cid=MB_122776_oMe_un
PS_122777_oLeeso,VodaLend Personal Loans_Paid Search,Paid Search,Google Search,Lead Generation,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=PS_122777_oLeeso
SM_122778_oLeeso,VodaLend Personal Loans_FB_Carousel 1,Social Media,Facebook: Organic,Awareness,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=SM_122778_oLeeso
SM_122779_oLeeso,VodaLend Personal Loans_FB_Carousel 2,Social Media,Facebook: Organic,Awareness,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=SM_122779_oLeeso
SM_122780_oLeeso,VodaLend Personal Loans_Social_Video 1,Social Media,Video,Awareness,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=SM_122780_oLeeso
SM_122781_oLeeso,VodaLend Personal Loans_YT_Video 1,Social Media,Video,Awareness,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=SM_122781_oLeeso
SM_122782_oLeeso,VodaLend Personal Loans_YT_Video 2,Social Media,Video,Awareness,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=SM_122782_oLeeso
SM_122783_oLeeso,VodaLend Personal Loans_Social_Twitter,Social Media,Twitter: Organic,Awareness,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=SM_122783_oLeeso
MB_122784_oLeeso,VodaLend Personal Loans_VM_PCM,Mobile,Push Notifications,Lead Generation,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=MB_122784_oLeeso
MB_122785_oLeeso,VodaLend Personal Loans_VM_MCK,Mobile,Push Notifications,Lead Generation,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=MB_122785_oLeeso
MB_122786_oLeeso,VodaLend Personal Loans_VM_PRM,Mobile,Push Notifications,Lead Generation,Lending,Personal Loans,29-Aug-2023,30-Mar-2024,Chantelle Minnie,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans,https://www.vodacom.co.za/vodacom/services/financial-services/vodalend-personal-loans?cid=MB_122786_oLeeso
